name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime,month,successful,condition_1,genre_encoded,company_encoded,director_encoded,writer_encoded,star_encoded,country_encoded,month_converted,season,runtime_range,rating_converted,profit,director_score,company_score,genre_score,star_score,writer_score
Memories of Murder,Not Rated,Crime,2003,"May 2, 2003 (South Korea)",8.1,152000.0,Bong Joon Ho,Bong Joon Ho,Kang-ho Song,South Korea,2800000.0,1162593.0,CJ Entertainment,132.0,May,0,False,5,533,299,485,1419,45,5,Winter,Long,Unkown,-1637407.0,5,5,5,5,5
Finding Nemo,G,Animation,2003,"May 30, 2003 (United States)",8.1,972000.0,Andrew Stanton,Andrew Stanton,Albert Brooks,United States,94000000.0,940352645.0,Pixar Animation Studios,100.0,May,1,True,2,1854,124,215,47,55,5,Winter,Medium,G,846352645.0,5,5,5,5,5
Hulk,PG-13,Action,2003,"June 20, 2003 (United States)",5.6,255000.0,Ang Lee,Stan Lee,Eric Bana,United States,137000000.0,245285165.0,Universal Pictures,138.0,June,0,False,0,2279,141,3982,777,55,6,Winter,Long,PG-13,108285165.0,5,5,5,5,5
School of Rock,PG-13,Comedy,2003,"October 3, 2003 (United States)",7.1,283000.0,Richard Linklater,Mike White,Jack Black,United States,35000000.0,131095990.0,Paramount Pictures,109.0,October,1,True,4,1810,2306,3053,1043,55,10,Winter,Medium,PG-13,96095990.0,5,5,5,5,5
Thirteen,R,Drama,2003,"September 19, 2003 (United States)",6.8,81000.0,Catherine Hardwicke,Catherine Hardwicke,Evan Rachel Wood,United States,2000000.0,10128960.0,Fox Searchlight Pictures,100.0,September,1,True,6,1112,399,625,799,55,9,Winter,Medium,R,8128960.0,5,5,5,1,1
Wrong Turn,R,Horror,2003,"May 30, 2003 (United States)",6.1,113000.0,Rob Schmidt,Alan B. McElroy,Eliza Dushku,Canada,12600000.0,28650575.0,Summit Entertainment,84.0,May,1,True,10,2145,2346,68,734,6,5,Winter,Short,R,16050575.0,1,5,5,1,0
The Italian Job,PG-13,Action,2003,"May 30, 2003 (United States)",7.0,350000.0,F. Gary Gray,Troy Kennedy-Martin,Donald Sutherland,United States,60000000.0,176070171.0,Paramount Pictures,111.0,May,1,True,0,1810,835,4337,678,55,5,Winter,Medium,PG-13,116070171.0,5,5,5,5,5
Terminator 3: Rise of the Machines,R,Action,2003,"July 2, 2003 (United States)",6.3,383000.0,Jonathan Mostow,John Brancato,Arnold Schwarzenegger,United States,200000000.0,433371112.0,C-2 Pictures,109.0,July,1,True,0,521,1482,2087,179,55,7,Winter,Medium,R,233371112.0,5,5,5,5,5
Peter Pan,PG,Adventure,2003,"December 25, 2003 (United States)",6.8,68000.0,P.J. Hogan,J.M. Barrie,Jeremy Sumpter,United Kingdom,100000000.0,121975011.0,Universal Pictures,113.0,December,0,False,1,2279,2090,1742,1206,54,12,Winter,Medium,PG,21975011.0,5,5,5,1,5
Monster,R,Biography,2003,"January 30, 2004 (United States)",7.3,140000.0,Patty Jenkins,Patty Jenkins,Charlize Theron,United States,8000000.0,58469210.0,Media 8 Entertainment,109.0,January,1,True,3,1615,2121,3281,400,55,1,Winter,Medium,R,50469210.0,5,1,5,5,5
The Matrix Revolutions,R,Action,2003,"November 5, 2003 (United States)",6.7,459000.0,Lana Wachowski,Lilly Wachowski,Keanu Reeves,United States,150000000.0,427344325.0,Warner Bros.,129.0,November,1,True,0,2318,1645,2603,1459,55,11,Winter,Long,R,277344325.0,5,5,5,5,5
Daredevil,PG-13,Action,2003,"February 14, 2003 (United States)",5.3,209000.0,Mark Steven Johnson,Mark Steven Johnson,Ben Affleck,United States,78000000.0,179179718.0,Marvel Enterprises,103.0,February,1,True,0,1602,1810,2796,220,55,2,Winter,Medium,PG-13,101179718.0,5,5,5,5,5
Master and Commander: the Far Side of the World,PG-13,Action,2003,"November 14, 2003 (United States)",7.4,208000.0,Peter Weir,Patrick O'Brian,Russell Crowe,United States,150000000.0,211622535.0,Twentieth Century Fox,138.0,November,0,False,0,2251,2213,3275,2301,55,11,Winter,Long,PG-13,61622535.0,5,5,5,5,5
The Missing,R,Adventure,2003,"November 26, 2003 (United States)",6.5,34000.0,Ron Howard,Thomas Eidson,Tommy Lee Jones,United States,60000000.0,38364277.0,Revolution Studios,137.0,November,0,False,1,1964,2431,4187,2655,55,11,Winter,Long,R,-21635723.0,5,5,5,5,0
The Room,R,Drama,2003,"June 27, 2003 (Italy)",3.7,84000.0,Tommy Wiseau,Tommy Wiseau,Tommy Wiseau,United States,6000000.0,4988181.0,Wiseau-Films,99.0,June,0,False,6,2348,2808,4301,2656,55,6,Winter,Medium,R,-1011819.0,0,0,5,0,0
The Texas Chainsaw Massacre,R,Crime,2003,"October 17, 2003 (United States)",6.2,133000.0,Marcus Nispel,Kim Henkel,Jessica Biel,United States,9500000.0,107363905.0,New Line Cinema,98.0,October,1,True,5,1711,1770,2477,1220,55,10,Winter,Medium,R,97863905.0,5,5,5,5,5
S.W.A.T.,PG-13,Action,2003,"August 8, 2003 (United States)",6.0,141000.0,Clark Johnson,Robert Hamner,Samuel L. Jackson,United States,80000000.0,207725639.0,Columbia Pictures,117.0,August,1,True,0,730,498,3636,2341,55,8,Winter,Medium,PG-13,127725639.0,5,5,5,5,5
The Last Samurai,R,Action,2003,"December 5, 2003 (United States)",7.7,409000.0,Edward Zwick,John Logan,Tom Cruise,United States,140000000.0,454627263.0,Warner Bros.,154.0,December,1,True,0,2318,791,2160,2633,55,12,Winter,Long,R,314627263.0,5,5,5,5,5
Holes,PG,Adventure,2003,"April 18, 2003 (United States)",7.0,81000.0,Andrew Davis,Louis Sachar,Shia LaBeouf,United States,20000000.0,71406573.0,Walt Disney Pictures,117.0,April,1,True,1,2315,109,2645,2442,55,4,Winter,Medium,PG,51406573.0,5,5,5,5,5
Timeline,PG-13,Action,2003,"November 26, 2003 (United States)",5.7,61000.0,Richard Donner,Michael Crichton,Paul Walker,United States,80000000.0,43935763.0,Paramount Pictures,116.0,November,0,False,0,1810,2293,2930,2094,55,11,Winter,Medium,PG-13,-36064237.0,5,5,5,5,5
X2: X-Men United,PG-13,Action,2003,"May 2, 2003 (United States)",7.4,521000.0,Bryan Singer,Zak Penn,Patrick Stewart,United States,110000000.0,407711549.0,Twentieth Century Fox,134.0,May,1,True,0,2251,352,4518,2071,55,5,Winter,Long,PG-13,297711549.0,5,5,5,5,5
The Rundown,PG-13,Action,2003,"September 26, 2003 (United States)",6.7,103000.0,Peter Berg,R.J. Stewart,Dwayne Johnson,United States,85000000.0,80981914.0,Columbia Pictures,104.0,September,0,False,0,730,2171,3455,697,55,9,Winter,Medium,PG-13,-4018086.0,5,5,5,5,0
House of 1000 Corpses,R,Horror,2003,"April 11, 2003 (United States)",6.1,80000.0,Rob Zombie,Rob Zombie,Sid Haig,United States,7000000.0,16829545.0,Spectacle Entertainment Group,89.0,April,1,True,10,2110,2349,3590,2449,55,4,Winter,Short,R,9829545.0,5,1,5,1,5
Identity,R,Mystery,2003,"April 25, 2003 (United States)",7.3,233000.0,James Mangold,Michael Cooney,John Cusack,United States,28000000.0,90259536.0,Columbia Pictures,90.0,April,1,True,13,730,1177,2929,1287,55,4,Winter,Medium,R,62259536.0,5,5,5,5,5
Once Upon a Time in Mexico,R,Action,2003,"September 12, 2003 (United States)",6.4,156000.0,Robert Rodriguez,Robert Rodriguez,Antonio Banderas,United States,29000000.0,98769390.0,Columbia Pictures,102.0,September,1,True,0,730,2389,3670,170,55,9,Winter,Medium,R,69769390.0,5,5,5,5,5
Swimming Pool,Unknown,Crime,2003,"August 1, 2003 (United States)",6.7,43000.0,François Ozon,François Ozon,Charlotte Rampling,France,0.0,22441497.0,Fidélité Productions,102.0,August,1,True,5,1027,886,1395,404,14,8,Winter,Medium,Unkown,22441497.0,5,1,5,1,5
Cold Mountain,R,Adventure,2003,"December 25, 2003 (United States)",7.2,142000.0,Anthony Minghella,Charles Frazier,Jude Law,United States,79000000.0,173013509.0,Miramax,154.0,December,1,True,1,1655,160,652,1373,55,12,Winter,Long,R,94013509.0,5,5,5,5,5
Cheaper by the Dozen,PG,Comedy,2003,"December 25, 2003 (United States)",5.9,96000.0,Shawn Levy,Frank B. Gilbreth Jr.,Steve Martin,United States,40000000.0,190538630.0,Twentieth Century Fox,98.0,December,1,True,4,2251,2548,1371,2507,55,12,Winter,Medium,PG,150538630.0,5,5,5,5,5
In the Cut,R,Mystery,2003,"October 31, 2003 (United States)",5.3,22000.0,Jane Campion,Jane Campion,Meg Ryan,United Kingdom,12000000.0,23726793.0,Screen Gems,119.0,October,0,False,13,2036,1202,1842,1815,54,10,Winter,Medium,R,11726793.0,5,5,5,5,1
Secondhand Lions,PG,Comedy,2003,"September 19, 2003 (United States)",7.5,54000.0,Tim McCanlies,Tim McCanlies,Haley Joel Osment,United States,30000000.0,48260279.0,New Line Cinema,109.0,September,0,False,4,1711,2750,4211,948,55,9,Winter,Medium,PG,18260279.0,1,5,5,5,0
Scary Movie 3,PG-13,Comedy,2003,"October 24, 2003 (United States)",5.5,140000.0,David Zucker,Craig Mazin,Anna Faris,United States,48000000.0,220673217.0,Dimension Films,84.0,October,1,True,4,857,680,810,141,55,10,Winter,Short,PG-13,172673217.0,5,5,5,5,5
How to Lose a Guy in 10 Days,PG-13,Comedy,2003,"February 7, 2003 (United States)",6.4,218000.0,Donald Petrie,Michele Alexander,Kate Hudson,United States,50000000.0,177502387.0,Lynda Obst Productions,116.0,February,1,True,4,1549,746,3027,1435,55,2,Winter,Medium,PG-13,127502387.0,5,5,5,5,5
The League of Extraordinary Gentlemen,PG-13,Action,2003,"July 11, 2003 (United States)",5.8,171000.0,Stephen Norrington,Alan Moore,Sean Connery,United States,78000000.0,179265204.0,Angry Films,110.0,July,1,True,0,191,2616,81,2384,55,7,Winter,Medium,PG-13,101265204.0,5,5,5,5,5
What a Girl Wants,PG,Comedy,2003,"April 4, 2003 (United States)",5.8,61000.0,Dennie Gordon,William Douglas-Home,Amanda Bynes,United States,25000000.0,50732139.0,Warner Bros.,105.0,April,1,True,4,2318,697,4450,91,55,4,Winter,Medium,PG,25732139.0,1,5,5,5,1
Bad Boys II,R,Action,2003,"July 18, 2003 (United States)",6.6,237000.0,Michael Bay,George Gallo,Will Smith,United States,130000000.0,273339556.0,Columbia Pictures,147.0,July,1,True,0,730,1885,1466,2760,55,7,Winter,Long,R,143339556.0,5,5,5,5,5
Open Range,R,Action,2003,"August 15, 2003 (United States)",7.4,68000.0,Kevin Costner,Lauran Paine,Kevin Costner,United States,22000000.0,68296293.0,Touchstone Pictures,139.0,August,1,True,0,2230,1599,2537,1494,55,8,Winter,Long,R,46296293.0,5,5,5,5,1
Mona Lisa Smile,PG-13,Drama,2003,"December 19, 2003 (United States)",6.5,79000.0,Mike Newell,Lawrence Konner,Julia Roberts,United States,65000000.0,141337989.0,Revolution Studios,117.0,December,1,True,6,1964,1977,2551,1380,55,12,Winter,Medium,PG-13,76337989.0,5,5,5,5,5
Freddy vs. Jason,R,Action,2003,"August 15, 2003 (United States)",5.7,113000.0,Ronny Yu,Wes Craven,Robert Englund,Canada,30000000.0,116632628.0,New Line Cinema,97.0,August,1,True,0,1711,2435,4422,2241,6,8,Winter,Medium,R,86632628.0,5,5,5,5,5
Bruce Almighty,PG-13,Comedy,2003,"May 23, 2003 (United States)",6.7,380000.0,Tom Shadyac,Steve Koren,Jim Carrey,United States,81000000.0,484592874.0,Spyglass Entertainment,101.0,May,1,True,4,2115,2795,4052,1235,55,5,Winter,Medium,PG-13,403592874.0,5,5,5,5,5
Dogville,R,Crime,2003,"April 23, 2004 (United States)",8.0,141000.0,Lars von Trier,Lars von Trier,Nicole Kidman,Denmark,10000000.0,16689283.0,Zentropa Entertainments,178.0,April,0,False,5,2371,1658,2526,1998,11,4,Winter,Long,R,6689283.0,1,5,5,5,1
Elf,PG,Adventure,2003,"November 7, 2003 (United States)",7.0,235000.0,Jon Favreau,David Berenbaum,Will Ferrell,United States,33000000.0,223853736.0,New Line Cinema,97.0,November,1,True,1,1711,1455,936,2755,55,11,Winter,Medium,PG,190853736.0,5,5,5,5,5
Freaky Friday,PG,Comedy,2003,"August 6, 2003 (United States)",6.2,129000.0,Mark Waters,Mary Rodgers,Jamie Lee Curtis,United States,20000000.0,160846332.0,Casual Friday Productions,97.0,August,1,True,4,599,1813,2831,1106,55,8,Winter,Medium,PG,140846332.0,5,5,5,5,5
Charlie's Angels: Full Throttle,PG-13,Action,2003,"June 27, 2003 (United States)",4.9,123000.0,McG,Ivan Goff,Drew Barrymore,United States,120000000.0,259175788.0,Columbia Pictures,106.0,June,1,True,0,730,1868,1721,691,55,6,Winter,Medium,PG-13,139175788.0,5,5,5,5,5
Legally Blonde 2,PG-13,Comedy,2003,"July 2, 2003 (United States)",4.8,63000.0,Charles Herman-Wurmfeld,Amanda Brown,Reese Witherspoon,United States,45000000.0,124914842.0,Metro-Goldwyn-Mayer (MGM),95.0,July,1,True,4,1635,414,161,2191,55,7,Winter,Medium,PG-13,79914842.0,5,5,5,5,5
Dickie Roberts: Former Child Star,PG-13,Comedy,2003,"September 5, 2003 (United States)",5.6,14000.0,Sam Weisman,Fred Wolf,David Spade,United States,17000000.0,23769505.0,Paramount Pictures,98.0,September,0,False,4,1810,2482,1402,609,55,9,Winter,Medium,PG-13,6769505.0,5,5,5,5,5
Anger Management,PG-13,Comedy,2003,"April 11, 2003 (United States)",6.2,207000.0,Peter Segal,David Dorfman,Jack Nicholson,United States,75000000.0,195745823.0,Revolution Studios,106.0,April,1,True,4,1964,2207,953,1047,55,4,Winter,Medium,PG-13,120745823.0,5,5,5,5,5
Open Water,R,Adventure,2003,"August 20, 2004 (United States)",5.7,52000.0,Chris Kentis,Chris Kentis,Blanchard Ryan,United States,500000.0,54683487.0,Plunge Pictures LLC,79.0,August,1,True,1,1862,439,700,273,55,8,Winter,Short,R,54183487.0,5,5,5,5,5
Something's Gotta Give,PG-13,Comedy,2003,"December 12, 2003 (United States)",6.7,115000.0,Nancy Meyers,Nancy Meyers,Jack Nicholson,United States,80000000.0,265328738.0,Columbia Pictures,128.0,December,1,True,4,730,2002,3106,1047,55,12,Winter,Long,PG-13,185328738.0,5,5,5,5,5
Girl with a Pearl Earring,PG-13,Biography,2003,"January 30, 2004 (United States)",6.9,74000.0,Peter Webber,Tracy Chevalier,Scarlett Johansson,United Kingdom,12000000.0,33030115.0,Archer Street Productions,100.0,January,1,True,3,225,2212,4321,2363,54,1,Winter,Medium,PG-13,21030115.0,5,1,5,5,1
The Cat in the Hat,PG,Adventure,2003,"November 21, 2003 (United States)",4.0,59000.0,Bo Welch,Dr. Seuss,Mike Myers,United States,109000000.0,133960541.0,Universal Pictures,82.0,November,0,False,1,2279,278,1169,1908,55,11,Winter,Short,PG,24960541.0,1,5,5,5,5
Brother Bear,G,Animation,2003,"November 1, 2003 (United States)",6.8,101000.0,Aaron Blaise,Tab Murphy,Joaquin Phoenix,United States,128000000.0,250397798.0,Walt Disney Animation Studios,85.0,November,0,False,2,2314,2,4130,1256,55,11,Winter,Short,G,122397798.0,5,5,5,5,5
The Brown Bunny,Not Rated,Drama,2003,"November 14, 2003 (Austria)",5.0,14000.0,Vincent Gallo,Vincent Gallo,Vincent Gallo,United States,10000000.0,402599.0,Gray Daisy Films,93.0,November,0,False,6,1196,2849,4372,2724,55,11,Winter,Medium,Unkown,-9597401.0,0,0,5,0,0
Tears of the Sun,R,Action,2003,"March 7, 2003 (United States)",6.6,115000.0,Antoine Fuqua,Alex Lasker,Bruce Willis,United States,75000000.0,86468162.0,Cheyenne Enterprises,121.0,March,0,False,0,641,164,114,333,55,3,Winter,Long,R,11468162.0,5,0,5,5,1
Final Destination 2,R,Horror,2003,"January 31, 2003 (United States)",6.2,156000.0,David R. Ellis,J. Mackye Gruber,A.J. Cook,United States,26000000.0,90941129.0,New Line Cinema,90.0,January,1,True,10,1711,658,1727,2,55,1,Winter,Medium,R,64941129.0,5,5,5,5,5
21 Grams,R,Crime,2003,"January 16, 2004 (United States)",7.6,228000.0,Alejandro G. Iñárritu,Guillermo Arriaga,Sean Penn,United States,20000000.0,60427839.0,This Is That Productions,124.0,January,1,True,5,2210,61,1556,2391,55,1,Winter,Long,R,40427839.0,5,1,5,5,5
Intolerable Cruelty,PG-13,Comedy,2003,"October 10, 2003 (United States)",6.2,93000.0,Joel Coen,Robert Ramsey,George Clooney,United States,60000000.0,120801243.0,Universal Pictures,100.0,October,1,True,4,2279,1349,3666,884,55,10,Winter,Medium,PG-13,60801243.0,5,5,5,5,5
Johnny English,PG,Action,2003,"July 18, 2003 (United States)",6.2,152000.0,Peter Howitt,Neal Purvis,Rowan Atkinson,United Kingdom,40000000.0,160466000.0,Universal Pictures,87.0,July,1,True,0,2279,2189,3124,2294,54,7,Winter,Short,PG,120466000.0,5,5,5,5,5
The Hunted,R,Action,2003,"March 14, 2003 (United States)",6.1,45000.0,William Friedkin,David Griffiths,Tommy Lee Jones,United States,55000000.0,46061847.0,Lakeshore Entertainment,94.0,March,0,False,0,1459,2890,971,2655,55,3,Winter,Medium,R,-8938153.0,1,5,5,5,0
Matchstick Men,PG-13,Comedy,2003,"September 12, 2003 (United States)",7.3,126000.0,Ridley Scott,Eric Garcia,Nicolas Cage,United States,62000000.0,65565672.0,Warner Bros.,116.0,September,0,False,4,2318,2327,1287,1996,55,9,Winter,Medium,PG-13,3565672.0,5,5,5,5,0
Under the Tuscan Sun,PG-13,Comedy,2003,"September 26, 2003 (United States)",6.8,49000.0,Audrey Wells,Frances Mayes,Diane Lane,United States,18000000.0,58878723.0,Touchstone Pictures,113.0,September,1,True,4,2230,198,1362,653,55,9,Winter,Medium,PG-13,40878723.0,1,5,5,5,1
Seabiscuit,PG-13,Drama,2003,"July 25, 2003 (United States)",7.3,68000.0,Gary Ross,Laura Hillenbrand,Tobey Maguire,United States,87000000.0,148336445.0,Universal Pictures,140.0,July,0,False,6,2279,927,2531,2624,55,7,Winter,Long,PG-13,61336445.0,5,5,5,5,5
American Wedding,R,Comedy,2003,"August 1, 2003 (United States)",6.3,198000.0,Jesse Dylan,Adam Herz,Jason Biggs,United States,55000000.0,232722935.0,Universal Pictures,96.0,August,1,True,4,2279,1291,31,1126,55,8,Winter,Medium,R,177722935.0,5,5,5,5,5
Just Married,PG-13,Comedy,2003,"January 10, 2003 (United States)",5.5,69000.0,Shawn Levy,Sam Harper,Ashton Kutcher,United States,18000000.0,101564935.0,Twentieth Century Fox,95.0,January,1,True,4,2251,2548,3819,187,55,1,Winter,Medium,PG-13,83564935.0,5,5,5,5,5
High Tension,R,Horror,2003,"June 10, 2005 (United States)",6.8,69000.0,Alexandre Aja,Alexandre Aja,Cécile de France,France,0.0,6291958.0,Alexandre Films,91.0,June,1,True,10,122,75,127,518,14,6,Winter,Medium,R,6291958.0,5,1,5,1,1
Lara Croft Tomb Raider: The Cradle of Life,PG-13,Action,2003,"July 25, 2003 (United States)",5.6,132000.0,Jan de Bont,Dean Georgaris,Angelina Jolie,United States,95000000.0,160099222.0,Paramount Pictures,117.0,July,0,False,0,1810,1201,1054,134,55,7,Winter,Medium,PG-13,65099222.0,5,5,5,5,5
Elephant,R,Crime,2003,"November 14, 2003 (United States)",7.2,88000.0,Gus Van Sant,Gus Van Sant,Elias McConnell,United States,3000000.0,10012022.0,HBO Films,81.0,November,1,True,5,1224,1026,1561,729,55,11,Winter,Short,R,7012022.0,5,1,5,1,1
Darkness Falls,PG-13,Fantasy,2003,"January 24, 2003 (United States)",5.0,31000.0,Jonathan Liebesman,Joe Harris,Chaney Kley,United States,11000000.0,47488536.0,Revolution Studios,86.0,January,1,True,8,1964,1479,2051,386,55,1,Winter,Short,PG-13,36488536.0,5,5,5,1,1
Spy Kids 3-D: Game Over,PG,Action,2003,"July 25, 2003 (United States)",4.3,57000.0,Robert Rodriguez,Robert Rodriguez,Daryl Sabara,United States,38000000.0,197101678.0,Dimension Films,84.0,July,1,True,0,857,2389,3670,574,55,7,Winter,Short,PG,159101678.0,5,5,5,5,5
Gigli,R,Comedy,2003,"August 1, 2003 (United States)",2.5,46000.0,Martin Brest,Martin Brest,Ben Affleck,United States,54000000.0,7266209.0,Revolution Studios,121.0,August,0,False,4,1964,1821,2814,220,55,8,Winter,Long,R,-46733791.0,5,5,5,5,0
Out of Time,PG-13,Crime,2003,"October 3, 2003 (United States)",6.5,58000.0,Carl Franklin,David Collard,Denzel Washington,United States,50000000.0,55495563.0,Metro-Goldwyn-Mayer (MGM),105.0,October,0,False,5,1635,374,949,639,55,10,Winter,Medium,PG-13,5495563.0,1,5,5,5,1
The Core,PG-13,Action,2003,"March 28, 2003 (United States)",5.5,95000.0,Jon Amiel,Cooper Layne,Aaron Eckhart,United Kingdom,60000000.0,73498611.0,Paramount Pictures,135.0,March,0,False,0,1810,1453,793,5,54,3,Winter,Long,PG-13,13498611.0,5,5,5,5,1
Dumb and Dumberer: When Harry Met Lloyd,PG-13,Comedy,2003,"June 13, 2003 (United States)",3.4,38000.0,Troy Miller,Peter Farrelly,Derek Richardson,United States,19000000.0,39267515.0,New Line Cinema,85.0,June,1,True,4,1711,2830,3368,642,55,6,Winter,Short,PG-13,20267515.0,0,5,5,1,5
Runaway Jury,PG-13,Crime,2003,"October 17, 2003 (United States)",7.1,94000.0,Gary Fleder,John Grisham,John Cusack,United States,60000000.0,80154140.0,New Regency Productions,127.0,October,0,False,5,1713,920,2133,1287,55,10,Winter,Long,PG-13,20154140.0,5,5,5,5,5
Jeepers Creepers 2,R,Horror,2003,"August 29, 2003 (United States)",5.6,60000.0,Victor Salva,Victor Salva,Jonathan Breck,United States,17000000.0,63102666.0,United Artists,104.0,August,1,True,10,2270,2845,4364,1334,55,8,Winter,Medium,R,46102666.0,5,5,5,1,5
Shanghai Knights,PG-13,Action,2003,"February 7, 2003 (United States)",6.2,102000.0,David Dobkin,Alfred Gough,Jackie Chan,United States,50000000.0,88323487.0,Touchstone Pictures,114.0,February,0,False,0,2230,614,132,1051,55,2,Winter,Medium,PG-13,38323487.0,5,5,5,5,5
Dreamcatcher,R,Drama,2003,"March 21, 2003 (United States)",5.5,90000.0,Lawrence Kasdan,Stephen King,Morgan Freeman,United States,68000000.0,81240406.0,Castle Rock Entertainment,134.0,March,0,False,6,598,1667,4013,1940,55,3,Winter,Long,R,13240406.0,5,5,5,5,5
"Spring, Summer, Fall, Winter... and Spring",R,Drama,2003,"May 28, 2004 (United States)",8.0,79000.0,Kim Ki-duk,Kim Ki-duk,Kim Ki-duk,South Korea,0.0,8945072.0,Korea Pictures,103.0,May,1,True,6,1438,1620,2478,1508,45,5,Winter,Medium,R,8945072.0,1,1,5,1,1
Daddy Day Care,PG,Comedy,2003,"May 9, 2003 (United States)",5.6,65000.0,Steve Carr,Geoff Rodkey,Eddie Murphy,United States,60000000.0,164433867.0,Revolution Studios,92.0,May,1,True,4,1964,2629,1453,710,55,5,Winter,Medium,PG,104433867.0,5,5,5,5,5
Paycheck,PG-13,Action,2003,"December 25, 2003 (United States)",6.3,105000.0,John Woo,Philip K. Dick,Ben Affleck,United States,60000000.0,117248958.0,Paramount Pictures,119.0,December,0,False,0,1810,1452,3412,220,55,12,Winter,Medium,PG-13,57248958.0,5,5,5,5,5
Duplex,PG-13,Comedy,2003,"September 26, 2003 (United States)",5.9,56000.0,Danny DeVito,Larry Doyle,Ben Stiller,Germany,40000000.0,19322135.0,Miramax,89.0,September,0,False,4,1655,587,2519,230,15,9,Winter,Short,PG-13,-20677865.0,5,5,5,5,0
Honey,PG-13,Drama,2003,"December 5, 2003 (United States)",5.4,44000.0,Bille Woodruff,Alonzo Brown,Jessica Alba,United States,18000000.0,62228395.0,Universal Pictures,94.0,December,1,True,6,2279,266,158,1219,55,12,Winter,Medium,PG-13,44228395.0,5,5,5,5,1
Wonderland,R,Crime,2003,"October 24, 2003 (United States)",6.6,22000.0,James Cox,James Cox,Val Kilmer,Canada,5000000.0,2466444.0,Lions Gate Films,104.0,October,0,False,5,1518,1156,1781,2697,6,10,Winter,Medium,R,-2533556.0,0,5,5,5,0
The Haunted Mansion,PG,Comedy,2003,"November 26, 2003 (United States)",5.1,44000.0,Rob Minkoff,David Berenbaum,Eddie Murphy,United States,90000000.0,182290266.0,Walt Disney Pictures,88.0,November,1,True,4,2315,2342,936,710,55,11,Winter,Short,PG,92290266.0,5,5,5,5,5
Sinbad: Legend of the Seven Seas,PG,Animation,2003,"July 2, 2003 (United States)",6.7,51000.0,Patrick Gilmore,John Logan,Brad Pitt,United States,60000000.0,80773077.0,Dreamworks Pictures,86.0,July,0,False,2,888,2113,2160,292,55,7,Winter,Short,PG,20773077.0,1,5,5,5,5
House of the Dead,R,Action,2003,"October 10, 2003 (United States)",2.1,36000.0,Uwe Boll,Mark A. Altman,Jonathan Cherry,Germany,12000000.0,13818181.0,Boll Kino Beteiligungs GmbH & Co. KG,90.0,October,0,False,0,446,2837,2742,1335,15,10,Winter,Medium,R,1818181.0,0,0,5,1,1
Gods and Generals,PG-13,Biography,2003,"February 21, 2003 (United States)",6.3,16000.0,Ron Maxwell,Jeff Shaara,Stephen Lang,United States,56000000.0,12923936.0,Turner Pictures (I),219.0,February,0,False,3,2250,2432,1926,2493,55,2,Winter,Long,PG-13,-43076064.0,0,5,5,5,0
House of Sand and Fog,R,Crime,2003,"January 9, 2004 (United States)",7.5,66000.0,Vadim Perelman,Andre Dubus III,Jennifer Connelly,United States,16500000.0,16763804.0,Dreamworks Pictures,126.0,January,0,False,5,888,2838,181,1182,55,1,Winter,Long,R,263804.0,0,5,5,1,1
A Man Apart,R,Action,2003,"April 4, 2003 (United States)",6.1,46000.0,F. Gary Gray,Christian Gudegast,Vin Diesel,United States,36000000.0,44350926.0,"""DIA"" Productions GmbH & Co. KG",109.0,April,0,False,0,0,835,721,2720,55,4,Winter,Medium,R,8350926.0,5,1,5,5,5
The Station Agent,R,Comedy,2003,"December 5, 2003 (United States)",7.6,68000.0,Tom McCarthy,Tom McCarthy,Peter Dinklage,United States,500000.0,8701337.0,SenArt Films,89.0,December,1,True,4,2045,2787,4277,2115,55,12,Winter,Short,R,8201337.0,5,1,5,5,1
Good Bye Lenin!,R,Comedy,2003,"May 14, 2004 (United States)",7.7,140000.0,Wolfgang Becker,Bernd Lichtenberg,Daniel Brühl,Germany,0.0,79316957.0,X-Filme Creative Pool,121.0,May,1,True,4,2358,2908,408,543,15,5,Winter,Long,R,79316957.0,5,5,5,5,5
Basic,R,Action,2003,"March 28, 2003 (United States)",6.5,61000.0,John McTiernan,James Vanderbilt,John Travolta,Germany,50000000.0,42792561.0,Phoenix Pictures,98.0,March,0,False,0,1843,1421,1827,1318,15,3,Winter,Medium,R,-7207439.0,5,5,5,5,5
The Human Stain,R,Drama,2003,"December 18, 2003 (Germany)",6.3,30000.0,Robert Benton,Philip Roth,Anthony Hopkins,Germany,30000000.0,22954068.0,Miramax,106.0,December,0,False,6,1655,2354,3416,161,15,12,Winter,Medium,R,-7045932.0,0,5,5,5,0
Grind,PG-13,Adventure,2003,"August 15, 2003 (United States)",6.0,12000.0,Casey La Scala,Ralph Sall,Adam Brody,United States,6000000.0,5141166.0,900 Films,105.0,August,0,False,1,45,395,3472,16,55,8,Winter,Medium,PG-13,-858834.0,0,0,5,1,0
Gothika,R,Horror,2003,"November 21, 2003 (United States)",5.8,108000.0,Mathieu Kassovitz,Sebastian Gutierrez,Halle Berry,United States,40000000.0,141591324.0,Columbia Pictures,98.0,November,1,True,10,730,1844,3897,950,55,11,Winter,Medium,R,101591324.0,5,5,5,5,5
